id,name,rank1,rank2,rank3,rank4,rank5,trade_val1,trade_val2,trade_val3,trade_val4,trade_val5,eu_row_split
c1_1_9_1,01.4E: Other edible products of animal origin,A,B,C,D,E,5,4,3,2,1,0.5
c1_1_9_2,10.4B: Margarine & similiar edible fats,A,B,C,D,E,5,4,3,2,1,0.5
c1_1_9_3,10.7B: Couscous,A,B,C,D,E,5,4,3,2,1,0.5
c1_1_9_4,10.8F: Food products n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c1_2,1: Beverages & tobacco,A,B,C,D,E,5,4,3,2,1,0.5
c1_2_1,11: Beverages,A,B,C,D,E,5,4,3,2,1,0.5
c1_2_1_1,11.01: Distilled alcoholic beverages,A,B,C,D,E,5,4,3,2,1,0.5
c1_2_1_2,11.02B: Wine,A,B,C,D,E,5,4,3,2,1,0.5
c1_2_1_3,11.03: Cider & other fruit wines,A,B,C,D,E,5,4,3,2,1,0.5
c1_2_1_4,11.04: Other non-distilled fermented beverages,A,B,C,D,E,5,4,3,2,1,0.5
c1_2_1_5,11.05B: Beer,A,B,C,D,E,5,4,3,2,1,0.5
c1_2_1_6,11.07: Soft drinks & bottled wines,A,B,C,D,E,5,4,3,2,1,0.5
c1_2_2,12: Tobacco,A,B,C,D,E,5,4,3,2,1,0.5
c1_2_2_1,01.1D: Raw tobacco,A,B,C,D,E,5,4,3,2,1,0.5
c1_2_2_2,12.0: Tobacco products,A,B,C,D,E,5,4,3,2,1,0.5
c2,2and4: Basic materials,A,B,C,D,E,5,4,3,2,1,0.5
c2_1,2: Crude materials,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_1,24: Wood & cork,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_1_1,02.2: Wood in the rough,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_1_2,02.3B: Raw cork,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_1_3,16.1A: Wood simple worked,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_1_4,16.2A: Processed & waste cork,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_1_5,20.14A: Wood charcoal,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_1_6,38.1C: Wood waste,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_2,25: Pulp & waste paper,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_2_1,17.1A: Wood pulp,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_2_2,38.1D: Paper waste & scrap,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_3,26: Textile fibres,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_3_1,01.1F: Fibre crops,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_3_2,01.4G: Shorn greasy wool & other animal hair,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_3_3,10.1D: Pulled greasy wool,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_3_4,10.4D: Cotton linters,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_3_5,13.1A: Processed textile fibres,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_3_6,13.9A: Rags & worn out textiles,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_3_7,14.1A: Worn clothing,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_3_8,20.6A: Unworked man-made fibres,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_3_9,38.1E: Yarn waste,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_4,28: Metal ores & scrap,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_4_1,07.1: Iron ores,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_4_2,07.2: Non-ferrous metal ores & concentrates,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_4_3,20.13B: Roasted iron pyrites,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_4_4,24.1A: Remelting scrap ingots of iron or steel,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_4_5,24.4A: Processed non-ferrous metal ores,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_4_6,38.1G: Other metal waste,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5,2OCM: Other crude materials,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_1,"21: Hides, skins & furskins",A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_1_1,01.4F: Hides & skins of other animals,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_1_2,"10.1C: Hides & skins of cows, goats & sheep",A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_1_3,38.1A: Leather waste,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_2,22: Oil-seeds & oleaginous fruits,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_2_1,01.1E: Oil seeds,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_2_2,01.2C: Oleaginous fruits,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_2_3,10.4C: Flours & meals of oils seeds & fruits,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_3,23: Crude rubber,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_3_1,01.2D: Natural rubber,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_3_2,02.3A: Natural gums,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_3_3,20.17: Synthetic rubber,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_3_4,22.1A: Reclaimed rubber,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_3_5,38.1B: Rubber waste,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_4,27: Crude minerals & fertilisers,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_4_1,06.1A: Bituminous or oil shale & tar sands,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_4_2,"08.1: Unworked stone, gravel, sand, clays & kaolin",A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_4_3,08.9A: Other minerals,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_4_4,10.8G: Food-grade salt,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_4_5,20.13A: Processed sulphur,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_4_6,20.15A: Animal & vegetable fertilisers,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_4_7,23.5A: Plaster & calcined dolomite,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_4_8,23.9A: Tarred macadam,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_4_9,32.1A: Worked industrial diamonds & powder of precious stones,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_4_10,38.1F: Slag from iron & steel manufacture,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_4_11,38.2A: Ash from waste incineration,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_5,29: Other crude animal & vegetable materials,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_5_1,"01.1G: Cut flowers, seeds",A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_5_2,01.2E: Other perennial crops,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_5_3,01.3: Planting material,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_5_4,01.4H: Bovine semen,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_5_5,02.1: Trees & their seeds,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_5_6,02.3C: Other wild growing products,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_5_7,03.0C: Other aquatic plant & animal products,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_5_8,"10.1E: Inedible offal, unworked bird skins & feathers",A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_5_9,10.2C: Inedible products of fish & shellfish,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_5_10,10.8H: Vegetable extracts,A,B,C,D,E,5,4,3,2,1,0.5
c2_1_5_5_11,96.0: Human hair,A,B,C,D,E,5,4,3,2,1,0.5
c2_2,4: Animal & vegetable oils & fats,A,B,C,D,E,5,4,3,2,1,0.5
c2_2_1,41: Animal oils & fats,A,B,C,D,E,5,4,3,2,1,0.5
c2_2_1_1,10.1F: Crude animal fats,A,B,C,D,E,5,4,3,2,1,0.5
c2_2_1_2,10.4E: Processed animal oils & fats,A,B,C,D,E,5,4,3,2,1,0.5
c2_2_1_3,13.1B: Wool grease,A,B,C,D,E,5,4,3,2,1,0.5
c2_2_2,42: Vegetable oils & fats,A,B,C,D,E,5,4,3,2,1,0.5
c2_2_2_1,10.4F: Vegetable oils,A,B,C,D,E,5,4,3,2,1,0.5
c2_2_2_2,10.6E: Maize oil,A,B,C,D,E,5,4,3,2,1,0.5
c2_2_3,43: Processed oils & fats,A,B,C,D,E,5,4,3,2,1,0.5
c2_2_3_1,01.4I: Beeswax,A,B,C,D,E,5,4,3,2,1,0.5
c2_2_3_2,10.4G: Hydrogenated fats & oils and vegetable juices,A,B,C,D,E,5,4,3,2,1,0.5
c2_2_3_3,20.5A: Chemically modified fats & oils,A,B,C,D,E,5,4,3,2,1,0.5
c3,3: Fuels,A,B,C,D,E,5,4,3,2,1,0.5
c3_1,33: Oil,A,B,C,D,E,5,4,3,2,1,0.5
c3_1_1,33O: Crude oil,A,B,C,D,E,5,4,3,2,1,0.5
c3_1_1_1,06.1B: Crude petroleum oils,A,B,C,D,E,5,4,3,2,1,0.5
c3_1_2,33R: Refined oil,A,B,C,D,E,5,4,3,2,1,0.5
c3_1_2_1,19.1B: Coal tar & pitch,A,B,C,D,E,5,4,3,2,1,0.5
c3_1_2_2,19.2B: Refined oils & other petroleum products,A,B,C,D,E,5,4,3,2,1,0.5
c3_1_2_3,20.14B: Products of tar distillation,A,B,C,D,E,5,4,3,2,1,0.5
c3_1_2_4,23.9B: Bituminous mixtures,A,B,C,D,E,5,4,3,2,1,0.5
c3_1_2_5,38.1H: Waste oils,A,B,C,D,E,5,4,3,2,1,0.5
c3_2,3OF: Fuels other than oil,A,B,C,D,E,5,4,3,2,1,0.5
c3_2_1,"32: Coal, coke & briquettes",A,B,C,D,E,5,4,3,2,1,0.5
c3_2_1_1,05.1: Coal,A,B,C,D,E,5,4,3,2,1,0.5
c3_2_1_2,05.2: Lignite,A,B,C,D,E,5,4,3,2,1,0.5
c3_2_1_3,08.9B: Peat,A,B,C,D,E,5,4,3,2,1,0.5
c3_2_1_4,"19.1A: Coke, semi-coke & retort carbon",A,B,C,D,E,5,4,3,2,1,0.5
c3_2_1_5,19.2A: Briquettes,A,B,C,D,E,5,4,3,2,1,0.5
c3_2_2,34: Gas,A,B,C,D,E,5,4,3,2,1,0.5
c3_2_2_1,06.2: Natural gas,A,B,C,D,E,5,4,3,2,1,0.5
c3_2_2_2,19.2C: Petroleum gases & other gaseous hydrocarbons,A,B,C,D,E,5,4,3,2,1,0.5
c3_2_2_3,35.2: Manufactured gas,A,B,C,D,E,5,4,3,2,1,0.5
c3_2_3,35: Electricity,A,B,C,D,E,5,4,3,2,1,0.5
c3_2_3_1,35.1: Electricity,A,B,C,D,E,5,4,3,2,1,0.5
c4,5to8: Manufactures,A,B,C,D,E,5,4,3,2,1,0.5
c4_1,5and6: Semi-manufactures,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1,5: Chemicals,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_1,51: Organic chemicals,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_1_1,20.14C: Organic compounds n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_1_2,20.4A: Glycerol,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_1_3,21.1A: Pharmaceutical compounds,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_2,52: Inorganic chemicals,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_2_1,20.11: Industrial gases,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_2_2,"20.12A: Metal oxides, peroxides & hydroxides",A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_2_3,20.13C: Inorganic chemicals n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_2_4,20.15B: Chemicals used as fertilisers,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_2_5,23.9C: Artificial corundum,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_2_6,24.4B: Processed nuclear fuel,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_2_7,38.1I: Spent fuel elements of nuclear reactors,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_3,"53: Dyeing, tanning & colouring materials",A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_3_1,20.12B: Other dyes & pigments,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_3_2,"20.3: Paints, varnishes & printing ink",A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_4,54: Medicinal & pharmaceutical products,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_4_1,21.1B: Other basic pharmaceutical products,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_4_2,21.2: Pharmaceutical preparations,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_4_3,22.2A: Appliances for ostomy use,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_4_4,32.5A: Medical articles n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_4_5,38.1J: Pharmaceutical waste,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_5,55: Toilet & cleansing preparations,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_5_1,"20.4B: Perfumes, cleaning, polishing & toilet peparations n.e.s",A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_5_2,20.5B: Essential oils,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_6,57and58: Plastics,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_6_1,57: Plastics in primary forms,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_6_1_1,20.16: Plastics in primary forms,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_6_1_2,38.1K: Plastic waste,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_6_2,58: Plastics in non-primary forms,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_6_2_1,22.2B: Plastics in non-primary forms,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7,56and59: Fertilisers & other chemicals,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_1,56: Processed fertilisers,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_1_1,20.15C: Other mineral & chemical fertilisers,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_2,59: Other chemicals,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_2_1,10.5C: Casein,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_2_2,10.6F: Starches,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_2_3,20.14D: Derivates of vegetables or resin products,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_2_4,20.2: Pesticides & other agrochemical products,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_2_5,20.4C: Artificial waxes,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_2_6,20.5C: Other chemical products,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_2_7,23.6A: Ready-mixed concrete & mortars,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_2_8,23.9D: Graphite preparations,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_2_9,37.0: Sewage sludge,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_2_10,"38.1L: Municipal waste, other chemical waste & residues",A,B,C,D,E,5,4,3,2,1,0.5
c4_1_1_7_2_11,38.2B: Waste organic solvents,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2,6: Material manufactures,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_1,61: Leather manufactures,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_1_1,15.1A: Leather & leather articles n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_2,62: Rubber manufactures,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_2_1,22.1B: Rubber products n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_2_2,38.1M: Used rubber tyres,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_3,63: Wood & cork manufactures,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_3_1,"16.1B: Wooden stakes, wood flour etc",A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_3_2,16.2B: Wood & cork manufactures n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_4,64: Paper & paperboard,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_4_1,17.1B: Paper & paperboard,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_4_2,17.2A: Paper & paperboard articles n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_5,65: Textile fabrics,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_5_1,13.1C: Textile yarn,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_5_2,13.2: Woven textiles,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_5_3,13.9B: Textile articles n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_5_4,14.1B: Hat shapes & forms,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_5_5,17.2B: Wadding & textile wall coverings,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_5_6,20.6B: Man-made filament yarn,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_5_7,22.1C: Rubberized textile fabrics,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_5_8,22.2C: Linoleum etc,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_5_9,23.1A: Yarn of glass fibre,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6,66: Mineral manufactures,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_1,66lessP: Mineral manufactures less precious stones,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_1_1,23.1B: Glass & glass products n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_1_2,23.2: Refactory products,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_1_3,"23.3: Bricks, tiles etc",A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_1_4,23.4A: Ceramic articles n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_1_5,23.5B: Cement & lime,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_1_6,"23.6B: Articles of concrete, plaster & cement n.e.s",A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_1_7,"23.7: Cut, shaped & finished stones",A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_1_8,23.9E: Mineral manufactures n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_1_9,38.1N: Glass waste,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_2,66P: Precious stones,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_2_1,03.0D: Unworked pearls,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_2_2,08.9C: Unworked precious stones,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_2_3,20.13D: Unworked synthetic precious stones,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_6_2_4,32.1B: Worked pearls & precious stones,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_7,67: Iron & steel,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_7_1,24.1B: Other basic iron & steel,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_7_2,"24.2: Non-cast steel tubes, pipes & hollow profiles",A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_7_3,24.3A: Other cold drawn steel products,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_7_4,24.5: Cast iron & steel tubes & pipes,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_8,68: Non-ferrous metals,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_8_1,68lessS: Non-ferrous metals less silver,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_8_1_1,24.4D: Non-ferrous metals n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_8_1_2,38.1O: Other non-ferrous metal waste,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_8_1_3,38.3: Secondary raw materials for other non-ferrous base metals,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_8_2,68S: Silver,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_8_2_1,24.4C: Silver,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_9,69: Miscellaneous metal manufactures,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_9_1,24.3B: Sandwich panels of coated steel sheet,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_9_2,24.4E: Non-ferrous metal products n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_9_3,25.1A: Structural metal products,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_9_4,"25.2A: Metal tanks, reservoirs & containers",A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_9_5,"25.7A: Cutlery, locks, hinges & tools",A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_9_6,25.9A: Fabricated metal products n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_1_2_9_7,27.5A: Non-electric domestic cookers & heaters,A,B,C,D,E,5,4,3,2,1,0.5
c4_2,7and8: Finished manufactures,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1,7: Machinery & transport equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1,71to77: Machinery,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1,7M: Mechanical machinery,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_1,7MC: Mechanical machinery (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_1_1,71MC: Mechanical power generators (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_1_1_1,28.1A: Outboard motors,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_1_2,72C: Specialised machinery (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_1_2_1,28.3A: Lawnmowers,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_1_2_2,28.9A: Household sewing machines,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_1_3,74C: General industrial machinery (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_1_3_1,27.5B: Domestic fans & ventilating hoods,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_1_3_2,28.2E: Self-contained air conditioning machines; household weighing machines,A,B,C,D,E,5,4,3,2,1,0.5
